http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35586,FINK BRASILIA LTDA,47965913-7359598,2016-06-13,0208 - Réinstallation des employés à l'extérieur du Canada et(ou) au retour,2016-06-13 au 2017-03-31,"10 660,07 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35587,FINK BRASILIA LTDA,72965913-7359610,2016-06-13,0208 - Réinstallation des employés à l'extérieur du Canada et(ou) au retour,2016-06-13 au 2017-03-31,"12 554,09 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35585,Gosselin Mobility nv,21365913-7359565,2016-06-13,0208 - Réinstallation des employés à l'extérieur du Canada et(ou) au retour,2016-06-13 au 2016-07-31,"13 029,95 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35583,MUDANZAS GAMUNDI,71355913-7359555,2016-06-13,0208 - Réinstallation des employés à l'extérieur du Canada et(ou) au retour,2016-06-13 au 2016-07-31,"57 607,22 $",Marché concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35525,Personnalité Logística e Transporte,885505813-7359231,2016-06-07,0208 - Réinstallation des employés à l'extérieur du Canada et(ou) au retour,2016-06-07 au 2016-06-20,"10 243,96 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35543,ARG. INTERNATIONAL MOVING S.R.L.,729555813-7359335,2016-06-06,0208 - Réinstallation des employés à l'extérieur du Canada et(ou) au retour,2016-06-06 au 2016-07-31,"16 451,51 $",Marché concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35773,PT. Kotaisan Prima Transindo,69616014-7359358,2016-06-06,0208 - Réinstallation des employés à l'extérieur du Canada et(ou) au retour,2016-06-06 au 2016-07-07,"13 249,77 $",Marché concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35519,CTZ Logisticos Limitada,385495813-7359215,2016-06-02,0208 - Réinstallation des employés à l'extérieur du Canada et(ou) au retour,2016-06-02 au 2016-06-30,"10 365,18 $",Marché concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35444,ALS Logistic Services Chile SA,729305813-7358944,2016-06-01,0208 - Réinstallation des employés à l'extérieur du Canada et(ou) au retour,2016-06-01 au 2016-09-30,"22 671,89 $",Marché concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35482,EXPRESS TRANSPORTS S.A.,182405813-7359064,2016-06-01,0208 - Réinstallation des employés à l'extérieur du Canada et(ou) au retour,2016-06-01 au 2016-08-12,"47 764,58 $",Marché concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35609,FREIGHT SYSTEMS (INDIA) PVT LTD,338125913-7359767,2016-06-01,0208 - Réinstallation des employés à l'extérieur du Canada et(ou) au retour,2016-06-01 au 2016-08-30,"13 854,55 $",Marché concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35428,AGS FOURWINDS INTERNATIONAL,823265813-7358861,2016-05-26,0208 - Réinstallation des employés à l'extérieur du Canada et(ou) au retour,2016-05-26 au 2016-05-26,"37 294,52 $",Marché concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35415,ARG. INTERNATIONAL MOVING S.R.L.,558235813-7358817,2016-05-25,0208 - Réinstallation des employés à l'extérieur du Canada et(ou) au retour,2016-05-25 au 2016-07-31,"21 212,49 $",Marché concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35406,FINK BRASILIA LTDA,323215813-7358726,2016-05-25,0208 - Réinstallation des employés à l'extérieur du Canada et(ou) au retour,2016-05-25 au 2016-08-31,"19 694,22 $",Marché concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35407,ARG. INTERNATIONAL MOVING S.R.L.,573215813-7358728,2016-05-24,0208 - Réinstallation des employés à l'extérieur du Canada et(ou) au retour,2016-05-24 au 2016-07-31,"29 874,04 $",Marché concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=32385,Tippet-Richardson Ltd,545591510-7322280,2,2016-04-28,0208 - Réinstallation des employés à l'extérieur du Canada et(ou) au retour,2015-04-28 au 2016-03-31,"255 295,85 $","63 054,00 $","192 241,85 $",Commande subséquente à une offre à commande. Le présent marché comprend une modification ou plus.
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35194,AMJ CAMPBELL INTERNATIONAL,918275713-7357580,2016-04-01,0208 - Réinstallation des employés à l'extérieur du Canada et(ou) au retour,2016-04-01 au 2017-03-31,"487 613,20 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35195,BOLLORE LOGISTICS,168285713-7357581,2016-04-01,0208 - Réinstallation des employés à l'extérieur du Canada et(ou) au retour,2016-04-01 au 2017-03-31,"2 087 000,00 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35196,BOYD MOVING & STORAGE LTD.,418285713-7357582,2016-04-01,0208 - Réinstallation des employés à l'extérieur du Canada et(ou) au retour,2016-04-01 au 2017-03-31,"408 552,00 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35197,Campbell Moving Systems,668285713-7357584,2016-04-01,0208 - Réinstallation des employés à l'extérieur du Canada et(ou) au retour,2016-04-01 au 2017-03-31,"157 830,00 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35198,Crown Relocations,934285713-7357585,2016-04-01,0208 - Réinstallation des employés à l'extérieur du Canada et(ou) au retour,2016-04-01 au 2017-03-31,"355 825,20 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35199,D'ARCY MOVING & STORAGE LTD,168295713-7357586,2016-04-01,0208 - Réinstallation des employés à l'extérieur du Canada et(ou) au retour,2016-04-01 au 2017-03-31,"351 323,20 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35200,DEMENAGEMENT OUTAOUAIS INC.,418295713-7357587,2016-04-01,0208 - Réinstallation des employés à l'extérieur du Canada et(ou) au retour,2016-04-01 au 2017-03-31,"1 451 450,84 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35201,Panalpina Inc.,668295713-7357588,2016-04-01,0208 - Réinstallation des employés à l'extérieur du Canada et(ou) au retour,2016-04-01 au 2017-03-31,"1 781 000,00 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35202,PARKWAY VAN LINES  DIV OF PVL,918295713-7357589,2016-04-01,0208 - Réinstallation des employés à l'extérieur du Canada et(ou) au retour,2016-04-01 au 2017-03-31,"525 600,00 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35678,BOLLORE LOGISTICS,869295913-7360219,2016-06-27,0210 - Transports d'objets non spécifiés ailleurs,2016-06-27 au 2016-06-27,"23 980,44 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35676,Interdean Relocation Services,369295913-7360189,2016-06-27,0210 - Transports d'objets non spécifiés ailleurs,2016-06-27 au 2016-06-30,"14 905,00 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35647,BOLLORE LOGISTICS,57225913-7360054,2016-06-22,0210 - Transports d'objets non spécifiés ailleurs,2016-06-22 au 2016-06-22,"35 502,67 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35618,BOLLORE LOGISTICS,619145913-7359815,2016-06-16,0210 - Transports d'objets non spécifiés ailleurs,2016-06-16 au 2016-06-16,"10 101,78 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35535,ANDRE CHENUE S.A.,370535813-7359311,2016-06-06,0210 - Transports d'objets non spécifiés ailleurs,2016-06-06 au 2016-06-06,"11 044,61 $",Marché non-concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35417,BOLLORE LOGISTICS,58245813-7358822,2016-05-25,0210 - Transports d'objets non spécifiés ailleurs,2016-05-25 au 2016-05-25,"17 205,50 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=36511,Move One,652285610-WSAW-16-040,2016-05-18,0210 - Transports d'objets non spécifiés ailleurs,2016-05-18 au 2016-10-31,"10 764,51 $",Marché concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35664,Panalpina Inc.,322265913-7360137,2016-05-16,0210 - Transports d'objets non spécifiés ailleurs,2016-05-16 au 2017-03-31,"15 107,64 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35603,BOYD MOVING & STORAGE LTD.,807105913-7359742,2016-05-01,0210 - Transports d'objets non spécifiés ailleurs,2016-05-01 au 2016-05-31,"63 242,20 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35208,Corporate Security Supply Ltd.,402315713-7357618,2016-04-26,0210 - Transports d'objets non spécifiés ailleurs,2016-04-26 au 2016-05-27,"15 198,50 $",Marché non-concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35511,Panalpina Inc.,354475813-7359157,2016-04-25,0210 - Transports d'objets non spécifiés ailleurs,2016-04-25 au 2017-03-31,"15 584,93 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35510,Panalpina Inc.,88475813-7359155,2016-04-18,0210 - Transports d'objets non spécifiés ailleurs,2016-04-18 au 2017-03-31,"20 140,48 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35128,Trust Cargo,340115713-7357112,2016-04-13,0210 - Transports d'objets non spécifiés ailleurs,2016-04-13 au 2017-03-31,"13 506,50 $",Marché concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35499,Panalpina Inc.,448445813-7359139,2016-04-11,0210 - Transports d'objets non spécifiés ailleurs,2016-04-11 au 2017-03-31,"17 935,52 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35498,Panalpina Inc.,198445813-7359138,2016-04-04,0210 - Transports d'objets non spécifiés ailleurs,2016-04-04 au 2017-03-31,"19 851,43 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35303,BOYD MOVING & STORAGE LTD.,339555713-7358249,2016-04-01,0210 - Transports d'objets non spécifiés ailleurs,2016-04-01 au 2016-04-30,"64 024,99 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35484,MCSS International Inc.,682405813-7359067,2016-05-02,0213 - Services de messager,2016-05-02 au 2017-03-31,"29 613,50 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35796,Federal Express Canada Ltd.,97332310-7356111,2,2016-04-12,0213 - Services de messager,2016-02-26 au 2016-03-31,"39 523,25 $","11 273,25 $","28 250,00 $",Commande subséquente à une offre à commande. Le présent marché comprend une modification ou plus.
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35491,"DHL Express (Canada), Ltd",432425813-7359089,2016-04-01,0213 - Services de messager,2016-04-01 au 2017-03-31,"11 300,00 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35493,Federal Express Canada Ltd.,948425813-7359114,2016-04-01,0213 - Services de messager,2016-04-01 au 2017-03-31,"39 550,00 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35306,GUANGZHOU JINMA TRANSPORTATION CO.,105565713-7358276,2016-04-01,0213 - Services de messager,2016-04-01 au 2016-05-22,"10 976,30 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35483,MCSS International Inc.,432405813-7359066,2016-04-01,0213 - Services de messager,2016-04-01 au 2017-03-31,"31 513,45 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35494,Purolator Inc.,198435813-7359115,2016-04-01,0213 - Services de messager,2016-04-01 au 2017-03-31,"11 300,00 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35442,NIHON FACILIO (KA,229305813-7358931,2016-05-23,0230 - Services de communications par la voix (incluent l,2016-05-23 au 2016-06-10,"10 598,94 $",Marché non-concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35736,Sysomos,853445913-2015-0580,2016-04-28,0231 - Services de transmission de données (incluent les,2016-04-28 au 2017-03-31,"85 414,44 $",Marché octroyé par TPSGC
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35112,NOVOTEL,51275713-7356976,2016-04-07,0251 - Voyage F. Appui aux activités- mandat de base,2016-04-07 au 2016-07-15,"54 552,30 $",Marché non-concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35046,CROWNE PLAZA Gatineau,575475613-7352917,2016-05-27,0255 - Voyage fonctionnaires-Autres raisons,2016-05-27 au 2016-06-12,"66 685,50 $",Marché concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35352,Documents Majemta Inc.,66775813-7358465,2016-05-17,0321 - Services d'imprimerie,2016-05-17 au 2017-03-31,"10 663,25 $",Commande subséquente à une offre à commande
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35204,Astley Gilbert Limited,418305713-7357601,2016-04-26,0321 - Services d'imprimerie,2016-04-26 au 2017-03-31,"22 738,25 $",Marché non-concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35205,GILMORE REPRODUCTIONS,668305713-7357603,2016-04-26,0321 - Services d'imprimerie,2016-04-26 au 2017-03-31,"16 550,00 $",Marché non-concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35184,GILMORE PRINTING SERVICES INC.,481255713-7357487,2016-04-22,0321 - Services d'imprimerie,2016-04-22 au 2017-03-31,"15 820,00 $",Marché non-concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35124,St. Joseph Digital Solutions,340105713-7357061,2016-04-11,0321 - Services d'imprimerie,2016-04-11 au 2016-04-30,"15 929,61 $",Marché non-concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35533,REED EXHIBITIONS JAPAN LTD.,870525813-7359298,2016-06-10,0331 - Services d'exposition,2016-06-10 au 2017-03-03,"21 908,92 $",Marché non-concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35087,"Korea Int’l Exhibition Co., Ltd.",96605713-7356698,2016-04-20,0331 - Services d'exposition,2016-04-20 au 2016-04-23,"14 999,96 $",Marché concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35662,Frishkorn Audio-Visual Corp.,822255913-7360131,2016-06-25,0332 - Services audio-visuels,2016-06-25 au 2016-06-25,"11 949,00 $",Marché non-concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35064,ELECTRONIC LIBRARY INC.,44535613-7356088,2016-04-01,0341 - Services de recherche en communications,2016-04-01 au 2017-03-31,"13 310,00 $",Marché non-concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35606,Joel Kropf,557115913-7359759,2016-06-15,0351 - Les services professionnels de communication non spécifiés ailleurs,2016-06-15 au 2017-03-31,"24 408,00 $",Historien pour la division des recherches historiques - Marché non-concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35798,NVW Communications,91585613-7356641,2,2016-06-13,0351 - Les services professionnels de communication non spécifiés ailleurs,2016-04-01 au 2016-12-31,"24 973,00 $","19 323,00 $","5 650,00 $",Commande subséquente à une offre à commande - Réviseurs sur appel - Le présent marché comprend une modification ou plus.
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35360,COHEN/GOODERHAM COMMUNICATIONS INC.,66795813-7358497,2016-06-01,0351 - Les services professionnels de communication non spécifiés ailleurs,2016-06-01 au 2017-03-31,"24 408,00 $",Services de rédaction pour articles du CanadExport - Marché non-concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35175,Baypay Inc.,137235713-7357439,2016-04-21,0351 - Les services professionnels de communication non spécifiés ailleurs,2016-04-21 au 2016-05-09,"13 189,00 $",Facilitation du réseau Les entreprises technologiques canadiennes - Marché non-concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35084,3820840 Canada Inc.,20005713-7356657,2016-04-01,0351 - Les services professionnels de communication non spécifiés ailleurs,2016-04-01 au 2016-12-31,"24 973,00 $",Commande subséquente à une offre à commande - Réviseurs sur appel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35083,Andrée Poulin,997595613-7356656,2016-04-01,0351 - Les services professionnels de communication non spécifiés ailleurs,2016-04-01 au 2016-12-31,"24 949,57 $",Commande subséquente à une offre à commande - Réviseurs sur appel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35090,"ATKINSON,  HEATHER",99715713-7356705,2016-04-01,0351 - Les services professionnels de communication non spécifiés ailleurs,2016-04-01 au 2016-12-31,"24 973,00 $",Commande subséquente à une offre à commande - Réviseurs sur appel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35086,COMMUNICATIONS DELPHIS,70005713-7356659,2016-04-01,0351 - Les services professionnels de communication non spécifiés ailleurs,2016-04-01 au 2016-12-31,"24 949,57 $",Commande subséquente à une offre à commande - Réviseurs sur appel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35088,Godon Patrick,21615713-7356703,2016-04-01,0351 - Les services professionnels de communication non spécifiés ailleurs,2016-04-01 au 2016-12-31,"24 949,57 $",Commande subséquente à une offre à commande - Réviseurs sur appel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35091,Louis Majeau (SPEC enr.),24725713-7356706,2016-04-01,0351 - Les services professionnels de communication non spécifiés ailleurs,2016-04-01 au 2016-12-31,"24 949,57 $",Commande subséquente à une offre à commande - Réviseurs sur appel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35080,M.E.S. Editing and Writing Services,231595613-7356650,2016-04-01,0351 - Les services professionnels de communication non spécifiés ailleurs,2016-04-01 au 2016-12-31,"24 973,00 $",Commande subséquente à une offre à commande - Réviseurs sur appel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35081,Monique Biron,481595613-7356654,2016-04-01,0351 - Les services professionnels de communication non spécifiés ailleurs,2016-04-01 au 2016-12-31,"24 949,57 $",Commande subséquente à une offre à commande - Réviseurs sur appel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35085,Paul Lafrance,45005713-7356658,2016-04-01,0351 - Les services professionnels de communication non spécifiés ailleurs,2016-04-01 au 2016-12-31,"24 949,57 $",Commande subséquente à une offre à commande - Réviseurs sur appel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35082,The Point Communications,747595613-7356655,2016-04-01,0351 - Les services professionnels de communication non spécifiés ailleurs,2016-04-01 au 2016-12-31,"24 973,00 $",Commande subséquente à une offre à commande - Réviseurs sur appel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35078,"WHITNEY, JANE",778585613-7356645,2016-04-01,0351 - Les services professionnels de communication non spécifiés ailleurs,2016-04-01 au 2016-12-31,"24 973,00 $",Commande subséquente à une offre à commande - Réviseurs sur appel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35643,Hugard Benjamin,41215913-7360036,2016-06-22,0352 - Services de relations publiques,2016-06-22 au 2016-10-30,"10 239,74 $",Marché non-concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35294,Mary Elizabeth Wheeler,74535713-7358202,2016-05-10,0352 - Services de relations publiques,2016-05-10 au 2016-06-30,"23 740,20 $",Marché non-concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35233,SUPRIYA TRIVEDI,746375713-7357837,2016-05-02,0352 - Services de relations publiques,2016-05-02 au 2016-09-30,"10 000,04 $",Marché concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35185,BEN HORIN ALEXANDROVITZ,762255713-7357520,2016-04-25,0352 - Services de relations publiques,2016-04-25 au 2016-06-30,"23 399,87 $",Marché non-concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35742,Oxford Analytica Inc.,158391210-215-0011,1,2016-06-29,0361 - Abon. électroniques et publications électroniques,2015-06-16 au 2017-03-31,"514 480,00 $","247 800,00 $","266 680,00 $",Marché octroyé par TPSGC. Le présent marché comprend une modification ou plus.
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35749,EBSCO CANADA LTD,9555913-216-0010,2016-06-10,0361 - Abon. électroniques et publications électroniques,2016-06-10 au 2017-03-31,"214 832,77 $",Marché octroyé par TPSGC
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35750,Microsoft Canada Co,259555913-216-0040,2016-06-01,0361 - Abon. électroniques et publications électroniques,2016-06-01 au 2017-03-31,"28 173,73 $",Marché octroyé par TPSGC
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=32393,METRIX RESEARCH INC.,99719129-213-0491,2,2016-06-01,0361 - Abon. électroniques et publications électroniques,2015-04-30 au 2016-04-30,"176 070,95 $","74 370,95 $","101 700,00 $",Marché octroyé par TPSGC. Le présent marché comprend une  modification ou plus.
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35741,CBCI TELECOM,924381210-215-0010,1,2016-05-27,0361 - Abon. électroniques et publications électroniques,2015-05-14 au 2017-03-31,"79 597,80 $","41 595,90 $","38 001,90 $",Marché octroyé par TPSGC. Le présent marché comprend une modification ou plus.
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35244,Control Risks Group Washington DC,543405713-7357910,2016-05-03,0361 - Abon. électroniques et publications électroniques,2016-05-03 au 2016-05-31,"17 283,35 $",Marché non-concurrentiel
http://w03.international.gc.ca/dc/index_fa-ae.aspx?lang=fra&p=4&r=49&c=35637,WARDSAUTO,494195913-7359989,2016-05-01,0361 - Abon. électroniques et publications électroniques,2016-05-01 au 2017-04-30,"14 323,25 $",Marché non-concurrentiel
